Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Riva del Garda",PM10,2022-02-15,24,21,µg/mc
"Riva del Garda",PM10,2022-02-16,1,16,µg/mc
"Riva del Garda",PM10,2022-02-16,2,14,µg/mc
"Riva del Garda",PM10,2022-02-16,3,12,µg/mc
"Riva del Garda",PM10,2022-02-16,4,11,µg/mc
"Riva del Garda",PM10,2022-02-16,5,9,µg/mc
"Riva del Garda",PM10,2022-02-16,6,9,µg/mc
"Riva del Garda",PM10,2022-02-16,7,8,µg/mc
"Riva del Garda",PM10,2022-02-16,8,9,µg/mc
"Riva del Garda",PM10,2022-02-16,9,10,µg/mc
"Riva del Garda",PM10,2022-02-16,10,7,µg/mc
"Riva del Garda",PM10,2022-02-16,11,5,µg/mc
"Riva del Garda",PM10,2022-02-16,12,4,µg/mc
"Riva del Garda",PM10,2022-02-16,13,5,µg/mc
"Riva del Garda",PM10,2022-02-16,14,7,µg/mc
"Riva del Garda",PM10,2022-02-16,15,8,µg/mc
"Riva del Garda",PM10,2022-02-16,16,9,µg/mc
"Riva del Garda",PM10,2022-02-16,17,11,µg/mc
"Riva del Garda",PM10,2022-02-16,18,13,µg/mc
"Riva del Garda",PM10,2022-02-16,19,20,µg/mc
"Riva del Garda",PM10,2022-02-16,20,21,µg/mc
"Riva del Garda",PM10,2022-02-16,21,27,µg/mc
"Riva del Garda",PM10,2022-02-16,22,28,µg/mc
"Riva del Garda",PM10,2022-02-16,23,23,µg/mc
"Riva del Garda",PM10,2022-02-16,24,19,µg/mc
"Riva del Garda",PM10,2022-02-17,1,15,µg/mc
"Riva del Garda",PM10,2022-02-17,2,14,µg/mc
"Riva del Garda",PM10,2022-02-17,3,11,µg/mc
"Riva del Garda",PM10,2022-02-17,4,9,µg/mc
"Riva del Garda",PM10,2022-02-17,5,10,µg/mc
"Riva del Garda",PM10,2022-02-17,6,10,µg/mc
"Riva del Garda",PM10,2022-02-17,7,10,µg/mc
"Riva del Garda",PM10,2022-02-17,8,15,µg/mc
"Riva del Garda",PM10,2022-02-17,9,17,µg/mc
"Riva del Garda",PM10,2022-02-17,10,13,µg/mc
"Riva del Garda",PM10,2022-02-17,11,11,µg/mc
"Riva del Garda",PM10,2022-02-17,12,10,µg/mc
"Riva del Garda",PM10,2022-02-17,13,20,µg/mc
"Riva del Garda",PM10,2022-02-17,14,34,µg/mc
"Riva del Garda",PM10,2022-02-17,15,34,µg/mc
"Riva del Garda",PM10,2022-02-17,16,40,µg/mc
"Riva del Garda",PM10,2022-02-17,17,49,µg/mc
"Riva del Garda",PM10,2022-02-17,18,48,µg/mc
