Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Riva del Garda",PM10,2021-03-05,3,51,µg/mc
"Riva del Garda",PM10,2021-03-05,4,48,µg/mc
"Riva del Garda",PM10,2021-03-05,5,45,µg/mc
"Riva del Garda",PM10,2021-03-05,6,43,µg/mc
"Riva del Garda",PM10,2021-03-05,7,43,µg/mc
"Riva del Garda",PM10,2021-03-05,8,43,µg/mc
"Riva del Garda",PM10,2021-03-05,9,43,µg/mc
"Riva del Garda",PM10,2021-03-05,10,39,µg/mc
"Riva del Garda",PM10,2021-03-05,11,38,µg/mc
"Riva del Garda",PM10,2021-03-05,12,38,µg/mc
"Riva del Garda",PM10,2021-03-05,13,39,µg/mc
"Riva del Garda",PM10,2021-03-05,14,50,µg/mc
"Riva del Garda",PM10,2021-03-05,15,44,µg/mc
"Riva del Garda",PM10,2021-03-05,16,44,µg/mc
"Riva del Garda",PM10,2021-03-05,17,51,µg/mc
"Riva del Garda",PM10,2021-03-05,18,54,µg/mc
"Riva del Garda",PM10,2021-03-05,19,54,µg/mc
"Riva del Garda",PM10,2021-03-05,20,54,µg/mc
"Riva del Garda",PM10,2021-03-05,21,47,µg/mc
"Riva del Garda",PM10,2021-03-05,22,44,µg/mc
"Riva del Garda",PM10,2021-03-05,23,36,µg/mc
"Riva del Garda",PM10,2021-03-05,24,39,µg/mc
"Riva del Garda",PM10,2021-03-06,1,36,µg/mc
"Riva del Garda",PM10,2021-03-06,2,30,µg/mc
"Riva del Garda",PM10,2021-03-06,3,21,µg/mc
"Riva del Garda",PM10,2021-03-06,4,9,µg/mc
"Riva del Garda",PM10,2021-03-06,5,4,µg/mc
"Riva del Garda",PM10,2021-03-06,6,5,µg/mc
