Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Riva del Garda",PM10,2021-05-23,21,7,µg/mc
"Riva del Garda",PM10,2021-05-23,22,8,µg/mc
"Riva del Garda",PM10,2021-05-23,23,7,µg/mc
"Riva del Garda",PM10,2021-05-23,24,6,µg/mc
"Riva del Garda",PM10,2021-05-24,1,7,µg/mc
"Riva del Garda",PM10,2021-05-24,2,7,µg/mc
"Riva del Garda",PM10,2021-05-24,3,7,µg/mc
"Riva del Garda",PM10,2021-05-24,4,7,µg/mc
"Riva del Garda",PM10,2021-05-24,5,7,µg/mc
"Riva del Garda",PM10,2021-05-24,6,7,µg/mc
"Riva del Garda",PM10,2021-05-24,7,8,µg/mc
"Riva del Garda",PM10,2021-05-24,8,10,µg/mc
"Riva del Garda",PM10,2021-05-24,9,11,µg/mc
"Riva del Garda",PM10,2021-05-24,10,11,µg/mc
"Riva del Garda",PM10,2021-05-24,11,10,µg/mc
"Riva del Garda",PM10,2021-05-24,12,9,µg/mc
"Riva del Garda",PM10,2021-05-24,13,8,µg/mc
"Riva del Garda",PM10,2021-05-24,14,7,µg/mc
"Riva del Garda",PM10,2021-05-24,15,7,µg/mc
"Riva del Garda",PM10,2021-05-24,16,8,µg/mc
"Riva del Garda",PM10,2021-05-24,17,8,µg/mc
"Riva del Garda",PM10,2021-05-24,18,6,µg/mc
"Riva del Garda",PM10,2021-05-24,19,7,µg/mc
"Riva del Garda",PM10,2021-05-24,20,7,µg/mc
"Riva del Garda",PM10,2021-05-24,21,9,µg/mc
"Riva del Garda",PM10,2021-05-24,22,7,µg/mc
"Riva del Garda",PM10,2021-05-24,23,7,µg/mc
"Riva del Garda",PM10,2021-05-24,24,7,µg/mc
"Riva del Garda",PM10,2021-05-25,1,7,µg/mc
"Riva del Garda",PM10,2021-05-25,2,9,µg/mc
"Riva del Garda",PM10,2021-05-25,3,7,µg/mc
"Riva del Garda",PM10,2021-05-25,4,8,µg/mc
"Riva del Garda",PM10,2021-05-25,5,9,µg/mc
"Riva del Garda",PM10,2021-05-25,6,8,µg/mc
"Riva del Garda",PM10,2021-05-25,7,7,µg/mc
"Riva del Garda",PM10,2021-05-25,8,9,µg/mc
"Riva del Garda",PM10,2021-05-25,9,13,µg/mc
"Riva del Garda",PM10,2021-05-25,10,16,µg/mc
"Riva del Garda",PM10,2021-05-25,11,20,µg/mc
"Riva del Garda",PM10,2021-05-25,12,13,µg/mc
"Riva del Garda",PM10,2021-05-25,13,10,µg/mc
