,Data,Ozone,Humidity,Sol_rad,Wind_speed,Wind_dir,Temp
0,2018-10-21 00:00:00,75.3,73.4,,,,
1,2018-10-21 01:00:00,81.7,74.9,0.0,2.1,326.0,15.4
2,2018-10-21 02:00:00,75.7,76.3,0.0,2.3,323.0,15.1
3,2018-10-21 03:00:00,68.8,77.2,0.0,2.2,314.0,14.9
4,2018-10-21 04:00:00,65.7,77.4,0.0,2.4,329.0,14.9
5,2018-10-21 05:00:00,60.3,79.2,0.0,2.4,350.0,14.7
6,2018-10-21 06:00:00,60.0,83.1,0.0,2.4,315.0,14.4
7,2018-10-21 07:00:00,53.1,82.2,0.0,2.0,318.0,14.7 
8,2018-10-21 08:00:00,51.8,79.9,46.5,2.7,354.0,15.9
9,2018-10-21 09:00:00,43.0,79.2,107.0,3.0,165.0,17.0
10,2018-10-21 10:00:00,49.4,78.3,224.2,0.5,66.0,16.9
11,2018-10-21 11:00:00,55.9,69.6,367.8,1.9,252.0,17.2
12,2018-10-21 12:00:00,54.8,67.8,454.5,2.3,201.0,17.4
13,2018-10-21 13:00:00,77.6,62.2,277.5,1.6,163.0,18.1
14,2018-10-21 14:00:00,81.2,61.2,373.8,0.7,164.0,19.3
15,2018-10-21 15:00:00,90.5,59.4,303.2,1.0,146.0,20.0
16,2018-10-21 16:00:00,97.2,57.9,152.0,1.0,135.0,19.8
17,2018-10-21 17:00:00,85.1,61.3,29.5,9.9,134.0,18.2
18,2018-10-21 18:00:00,70.2,71.6,0.0,12.9,132.0,13.3
19,2018-10-21 19:00:00,68.2,69.4,0.0,9.1,146.0,11.9
20,2018-10-21 20:00:00,64.9,70.5,0.0,6.2,174.0,13.3
21,2018-10-21 21:00:00,63.1,70.4,0.0,3.2,253.0,14.0
22,2018-10-21 22:00:00,57.3,68.8,0.0,2.2,314.0,13.3
23,2018-10-21 23:00:00,57.3,68.7,0.0,1.9,330.0,13.6
24,2018-10-22 00:00:00,58.0,64.0,0.0,1.9,267.0,13.5
25,2018-10-22 01:00:00,60.2,65.5,0.0,1.9,266.0,13.0
26,2018-10-22 02:00:00,55.7,67.7,0.0,2.3,249.0,11.9
27,2018-10-22 03:00:00,56.2,69.0,0.0,2.7,241.0,11.2
28,2018-10-22 04:00:00,55.5,68.6,0.0,2.5,252.0,11.0
29,2018-10-22 05:00:00,45.9,71.2,0.0,2.9,271.0,10.5
30,2018-10-22 06:00:00,44.5,75.1,0.0,2.9,290.0,10.3
31,2018-10-22 07:00:00,29.2,76.4,0.5,2.7,301.0,10.0
32,2018-10-22 08:00:00,34.4,74.8,110.2,2.4,335.0,10.8
33,2018-10-22 09:00:00,56.5,66.1,253.3,1.9,25.0,12.9
34,2018-10-22 10:00:00,63.4,57.4,402.7,3.4,17.0,14.7
35,2018-10-22 11:00:00,63.4,56.6,513.5,3.5,73.0,15.3
36,2018-10-22 12:00:00,69.6,52.1,564.0,2.4,131.0,16.1
37,2018-10-22 13:00:00,86.0,37.1,551.0,1.8,159.0,16.7
38,2018-10-22 14:00:00,87.4,36.6,481.5,2.5,174.0,17.2
39,2018-10-22 15:00:00,89.7,37.0,360.8,1.8,160.0,17.8
40,2018-10-22 16:00:00,82.7,36.4,207.2,1.8,218.0,18.1
41,2018-10-22 17:00:00,73.0,38.8,53.8,1.7,249.0,18.3
42,2018-10-22 18:00:00,34.5,46.4,0.0,1.4,346.0,15.5
43,2018-10-22 19:00:00,21.7,51.6,0.0,1.8,300.0,13.5
44,2018-10-22 20:00:00,15.5,54.1,0.0,2.7,318.0,12.7
45,2018-10-22 21:00:00,9.3,57.8,0.0,3.1,285.0,12.8
46,2018-10-22 22:00:00,59.1,56.3,0.0,2.7,272.0,12.5
47,2018-10-22 23:00:00,59.9,61.6,0.0,2.3,327.0,12.2
48,2018-10-23 00:00:00,36.5,65.7,0.0,2.9,5.0,11.5
49,2018-10-23 01:00:00,25.2,65.7,0.0,3.4,352.0,11.4
50,2018-10-23 02:00:00,37.5,72.3,0.0,3.3,336.0,11.4
51,2018-10-23 03:00:00,59.1,65.8,0.0,3.3,304.0,11.0
52,2018-10-23 04:00:00,59.5,66.0,0.0,3.1,334.0,10.7
53,2018-10-23 05:00:00,57.0,64.1,0.0,2.8,323.0,10.6
54,2018-10-23 06:00:00,51.5,62.1,0.0,2.5,299.0,10.4
55,2018-10-23 07:00:00,49.4,64.9,0.0,2.6,295.0,10.5
56,2018-10-23 08:00:00,10.9,68.4,102.2,2.5,318.0,11.7
57,2018-10-23 09:00:00,33.5,67.9,253.7,2.2,301.0,13.5
58,2018-10-23 10:00:00,21.8,48.9,394.3,1.4,254.0,15.0
59,2018-10-23 11:00:00,45.2,49.4,497.0,2.1,229.0,15.8
60,2018-10-23 12:00:00,49.2,51.1,544.2,3.8,230.0,16.9
61,2018-10-23 13:00:00,63.1,48.7,509.5,4.5,218.0,17.9
62,2018-10-23 14:00:00,59.3,48.4,460.7,5.2,224.0,18.6
63,2018-10-23 15:00:00,63.4,45.4,260.7,4.4,261.0,19.2
64,2018-10-23 16:00:00,59.8,46.6,184.0,3.4,20.0,19.3
65,2018-10-23 17:00:00,52.5,47.3,26.8,1.5,345.0,18.8
66,2018-10-23 18:00:00,41.0,50.9,0.0,1.6,292.0,17.9
67,2018-10-23 19:00:00,36.5,55.0,0.0,2.0,285.0,17.3
68,2018-10-23 20:00:00,17.2,58.6,0.0,2.0,268.0,15.2
69,2018-10-23 21:00:00,3.6,62.0,0.0,2.6,321.0,14.2
70,2018-10-23 22:00:00,1.0,64.7,0.0,2.6,338.0,14.0
71,2018-10-23 23:00:00,1.0,67.3,0.0,3.0,309.0,13.7
72,2018-10-24 00:00:00,0.7,71.4,0.0,2.5,313.0,13.9
73,2018-10-24 01:00:00,0.8,75.0,0.0,2.3,307.0,13.2
74,2018-10-24 02:00:00,0.9,78.2,0.0,2.9,313.0,13.3
75,2018-10-24 03:00:00,0.8,80.2,0.0,1.6,282.0,13.8
76,2018-10-24 04:00:00,0.3,82.6,0.0,1.5,245.0,13.0
77,2018-10-24 05:00:00,0.4,84.7,0.0,1.2,310.0,13.3
78,2018-10-24 06:00:00,0.3,85.6,0.0,2.1,263.0,13.4
79,2018-10-24 07:00:00,0.5,85.5,0.0,1.7,259.0,13.3
80,2018-10-24 08:00:00,1.0,85.2,80.3,1.7,246.0,14.0
81,2018-10-24 09:00:00,5.2,83.9,248.2,0.9,211.0,17.4
82,2018-10-24 10:00:00,7.1,57.1,381.2,2.9,201.0,17.7
83,2018-10-24 11:00:00,11.5,53.2,493.0,2.2,189.0,19.3
84,2018-10-24 12:00:00,22.3,47.1,537.8,1.7,137.0,20.0
85,2018-10-24 13:00:00,31.2,39.7,521.0,0.9,135.0,20.1
86,2018-10-24 14:00:00,40.9,32.8,456.8,2.1,76.0,20.4
87,2018-10-24 15:00:00,60.6,38.5,337.7,1.5,119.0,22.1
88,2018-10-24 16:00:00,63.2,39.1,187.3,1.2,333.0,21.2
89,2018-10-24 17:00:00,49.3,42.4,42.7,0.6,336.0,21.1
90,2018-10-24 18:00:00,50.3,44.0,0.0,1.0,349.0,19.4
91,2018-10-24 19:00:00,32.5,47.7,0.0,1.3,281.0,19.1
92,2018-10-24 20:00:00,24.2,46.5,0.0,1.9,40.0,19.1
93,2018-10-24 21:00:00,50.5,40.9,0.0,2.5,72.0,19.4
94,2018-10-24 22:00:00,10.1,63.4,0.0,2.1,87.0,18.5
95,2018-10-24 23:00:00,17.3,70.7,0.0,2.1,227.0,17.3
96,2018-10-25 00:00:00,23.2,73.9,0.0,1.6,266.0,14.8
97,2018-10-25 01:00:00,18.9,77.8,0.0,1.2,270.0,14.2
98,2018-10-25 02:00:00,18.5,81.3,0.0,1.6,234.0,13.7
99,2018-10-25 03:00:00,23.9,82.1,0.0,1.5,251.0,13.5
100,2018-10-25 04:00:00,20.9,82.0,0.0,1.2,174.0,13.4
101,2018-10-25 05:00:00,14.0,83.4,0.0,2.0,240.0,12.9
102,2018-10-25 06:00:00,16.2,82.8,0.0,1.8,267.0,13.1
103,2018-10-25 07:00:00,5.0,83.4,0.0,1.5,277.0,13.2
104,2018-10-25 08:00:00,4.3,83.9,54.2,2.5,251.0,13.9
105,2018-10-25 09:00:00,42.1,81.9,214.3,1.6,257.0,16.8
106,2018-10-25 10:00:00,48.6,71.0,345.7,0.9,162.0,17.9
107,2018-10-25 11:00:00,65.2,72.6,463.8,1.2,171.0,17.8
108,2018-10-25 12:00:00,67.3,70.7,463.0,2.4,166.0,18.5
109,2018-10-25 13:00:00,62.0,66.7,488.5,2.7,149.0,18.8
110,2018-10-25 14:00:00,68.3,65.8,432.0,2.2,153.0,19.0
111,2018-10-25 15:00:00,68.1,64.5,335.2,2.5,155.0,19.2
112,2018-10-25 16:00:00,68.8,64.3,167.3,2.4,146.0,19.4
113,2018-10-25 17:00:00,58.6,66.4,49.5,3.0,148.0,19.3
114,2018-10-25 18:00:00,24.3,72.5,0.0,4.3,168.0,18.9
115,2018-10-25 19:00:00,21.8,77.7,0.0,4.1,162.0,18.2
116,2018-10-25 20:00:00,34.0,79.4,0.0,2.7,176.0,17.5
117,2018-10-25 21:00:00,21.4,84.7,0.0,1.6,169.0,17.1
118,2018-10-25 22:00:00,28.1,85.1,0.0,2.4,181.0,16.9
119,2018-10-25 23:00:00,36.6,83.4,0.0,1.0,247.0,16.7
120,2018-10-26 00:00:00,37.5,82.9,0.0,1.3,263.0,16.4
121,2018-10-26 01:00:00,38.3,81.5,0.0,1.4,242.0,16.3
122,2018-10-26 02:00:00,31.2,81.5,0.0,1.5,219.0,16.3
123,2018-10-26 03:00:00,32.6,81.9,0.0,1.3,236.0,16.2
124,2018-10-26 04:00:00,36.2,82.6,0.0,1.2,259.0,15.9
125,2018-10-26 05:00:00,27.2,84.7,0.0,1.0,284.0,15.8
126,2018-10-26 06:00:00,19.1,82.8,0.0,1.1,267.0,15.7
127,2018-10-26 07:00:00,9.0,82.6,0.0,1.4,246.0,15.6
128,2018-10-26 08:00:00,9.3,83.7,3.3,1.5,251.0,16.0
129,2018-10-26 09:00:00,17.4,84.7,37.2,2.1,228.0,16.2
130,2018-10-26 10:00:00,24.5,84.4,70.5,1.8,155.0,16.2
131,2018-10-26 11:00:00,17.0,89.4,134.8,1.4,105.0,16.1
132,2018-10-26 12:00:00,19.9,89.2,230.2,1.9,136.0,16.1
133,2018-10-26 13:00:00,43.6,82.6,174.7,1.2,138.0,16.3
134,2018-10-26 14:00:00,35.7,81.8,107.5,1.0,110.0,16.5
135,2018-10-26 15:00:00,35.7,81.4,80.8,0.9,155.0,16.9
136,2018-10-26 16:00:00,36.8,81.8,72.5,1.9,177.0,17.2
137,2018-10-26 17:00:00,31.4,82.9,10.2,1.6,121.0,17.2
138,2018-10-26 18:00:00,27.5,84.8,0.0,2.1,158.0,17.3
139,2018-10-26 19:00:00,12.9,87.4,0.0,1.2,126.0,17.2
140,2018-10-26 20:00:00,9.4,88.8,0.0,1.7,246.0,17.0
141,2018-10-26 21:00:00,12.6,92.3,0.0,1.6,261.0,16.7
142,2018-10-26 22:00:00,3.5,99.0,0.0,0.9,229.0,16.2
143,2018-10-26 23:00:00,2.9,99.9,0.0,2.2,203.0,16.5
144,2018-10-27 00:00:00,8.2,99.9,0.0,1.2,16.0,16.1
145,2018-10-27 01:00:00,8.9,99.9,0.0,1.3,221.0,15.3
146,2018-10-27 02:00:00,12.0,99.9,0.0,1.5,335.0,15.2
147,2018-10-27 03:00:00,22.6,98.3,0.0,1.8,320.0,15.4
148,2018-10-27 04:00:00,29.5,96.8,0.0,1.3,303.0,15.5
149,2018-10-27 05:00:00,32.8,99.9,0.0,1.0,29.0,15.8
150,2018-10-27 06:00:00,34.0,99.9,0.0,1.3,261.0,15.7
151,2018-10-27 07:00:00,29.6,99.9,0.0,2.1,176.0,15.9
152,2018-10-27 08:00:00,28.0,99.9,0.0,1.9,15.0,15.3
153,2018-10-27 09:00:00,25.5,99.9,5.8,1.8,16.0,15.6
154,2018-10-27 10:00:00,28.7,99.9,16.5,1.6,26.0,15.7
155,2018-10-27 11:00:00,38.5,99.9,30.5,1.7,38.0,15.6
156,2018-10-27 12:00:00,44.9,99.9,39.2,2.0,3.0,15.4
157,2018-10-27 13:00:00,55.8,99.9,49.2,2.4,353.0,15.4
158,2018-10-27 14:00:00,60.8,99.9,22.8,2.2,343.0,15.4
159,2018-10-27 15:00:00,56.0,99.9,3.2,2.0,10.0,15.6
160,2018-10-27 16:00:00,50.4,99.9,1.2,2.0,16.0,15.7
161,2018-10-27 17:00:00,48.2,99.9,0.0,2.2,34.0,15.8
162,2018-10-27 18:00:00,55.8,99.9,0.0,3.3,18.0,15.9
163,2018-10-27 19:00:00,56.5,99.9,0.0,3.9,21.0,16.0
164,2018-10-27 20:00:00,70.1,99.9,0.0,3.6,7.0,15.8
165,2018-10-27 21:00:00,71.4,99.9,0.0,4.0,359.0,15.7
166,2018-10-27 22:00:00,68.9,99.9,0.0,4.8,9.0,15.7
167,2018-10-27 23:00:00,63.1,99.9,0.0,3.3,357.0,15.8
168,2018-10-28 00:00:00,62.9,99.9,0.0,3.0,35.0,15.8
169,2018-10-28 01:00:00,67.1,99.9,0.0,2.6,11.0,16.1
170,2018-10-28 02:00:00,62.5,99.9,0.0,3.4,33.0,15.8
171,2018-10-28 03:00:00,63.7,99.9,0.0,4.1,38.0,16.1
172,2018-10-28 04:00:00,59.3,99.9,0.0,3.2,72.0,16.5
173,2018-10-28 05:00:00,54.2,99.9,0.0,2.5,64.0,16.3
174,2018-10-28 06:00:00,54.6,99.9,0.0,3.5,55.0,17.0
175,2018-10-28 07:00:00,54.9,99.9,0.0,2.9,44.0,16.2
176,2018-10-28 08:00:00,58.5,99.9,0.0,3.5,41.0,15.9
177,2018-10-28 09:00:00,59.5,99.9,21.5,4.4,41.0,15.6
178,2018-10-28 10:00:00,58.1,99.9,20.3,4.3,51.0,15.8
179,2018-10-28 11:00:00,56.6,99.9,103.0,4.5,34.0,16.1
180,2018-10-28 12:00:00,54.6,99.9,38.7,2.9,198.0,15.9
181,2018-10-28 13:00:00,49.9,99.9,41.7,2.2,54.0,17.6
182,2018-10-28 14:00:00,49.7,99.9,5.5,1.1,135.0,17.6
183,2018-10-28 15:00:00,47.6,99.9,8.5,2.5,65.0,17.6
184,2018-10-28 16:00:00,46.1,99.9,15.7,2.8,37.0,17.3
185,2018-10-28 17:00:00,43.8,99.9,0.0,1.6,108.0,16.4
186,2018-10-28 18:00:00,46.5,99.9,0.0,2.6,28.0,15.9
187,2018-10-28 19:00:00,41.7,99.9,0.0,2.5,350.0,16.0
188,2018-10-28 20:00:00,37.3,99.9,0.0,1.7,313.0,15.9
189,2018-10-28 21:00:00,39.9,99.9,0.0,2.9,9.0,16.0
190,2018-10-28 22:00:00,37.3,99.9,0.0,2.9,44.0,15.8
191,2018-10-28 23:00:00,41.4,99.9,0.0,2.4,345.0,15.6
192,2018-10-29 00:00:00,36.0,99.9,0.0,3.5,20.0,16.0
193,2018-10-29 01:00:00,35.7,99.9,0.0,4.0,6.0,15.9
194,2018-10-29 02:00:00,30.9,99.9,0.0,5.3,17.0,16.0
195,2018-10-29 03:00:00,37.8,99.9,0.0,6.0,22.0,16.3
196,2018-10-29 04:00:00,42.6,99.9,0.0,3.7,93.0,16.3
197,2018-10-29 05:00:00,39.5,99.9,0.0,4.2,38.0,16.5
198,2018-10-29 06:00:00,43.2,97.2,0.0,5.6,73.0,17.0
199,2018-10-29 07:00:00,53.1,99.9,0.0,4.9,68.0,16.4
200,2018-10-29 08:00:00,60.7,99.9,0.0,5.7,59.0,16.0
201,2018-10-29 09:00:00,63.9,99.9,0.0,3.8,80.0,16.8
202,2018-10-29 10:00:00,64.7,99.9,0.0,5.2,58.0,15.8
203,2018-10-29 11:00:00,59.6,99.9,0.0,6.3,24.0,15.9
204,2018-10-29 12:00:00,62.7,99.0,45.2,6.5,94.0,18.3
205,2018-10-29 13:00:00,62.2,92.2,77.2,10.5,85.0,18.8
206,2018-10-29 14:00:00,52.0,96.2,44.3,10.1,217.0,19.7
207,2018-10-29 15:00:00,49.0,99.6,48.0,11.2,104.0,19.0
208,2018-10-29 16:00:00,52.5,96.9,45.2,11.1,95.0,18.1
209,2018-10-29 17:00:00,59.0,93.9,0.0,12.9,94.0,20.0
210,2018-10-29 18:00:00,60.1,98.4,0.0,13.7,97.0,18.3
211,2018-10-29 19:00:00,52.2,95.7,0.0,13.3,100.0,17.4
212,2018-10-29 20:00:00,57.7,85.4,0.0,10.9,102.0,17.1
213,2018-10-29 21:00:00,70.1,72.5,0.0,10.4,117.0,17.8
214,2018-10-29 22:00:00,72.7,61.7,0.0,10.3,122.0,18.2
215,2018-10-29 23:00:00,61.7,68.5,0.0,9.5,153.0,17.4
216,2018-10-30 00:00:00,57.9,75.7,0.0,6.5,113.0,15.8
217,2018-10-30 01:00:00,56.6,82.1,0.0,7.2,98.0,16.0
218,2018-10-30 02:00:00,49.8,80.4,0.0,8.2,151.0,15.3
219,2018-10-30 03:00:00,50.1,82.3,0.0,6.8,156.0,14.4
220,2018-10-30 04:00:00,44.1,90.3,0.0,2.7,269.0,12.7
221,2018-10-30 05:00:00,41.8,98.8,0.0,3.1,30.0,12.9
222,2018-10-30 06:00:00,49.9,99.9,0.0,6.3,71.0,14.0
223,2018-10-30 07:00:00,32.4,99.9,0.0,7.5,116.0,13.6
224,2018-10-30 08:00:00,27.6,99.9,12.3,7.7,111.0,13.7
225,2018-10-30 09:00:00,34.7,99.1,40.3,7.1,119.0,13.6
226,2018-10-30 10:00:00,51.9,91.7,173.8,4.7,116.0,13.7
227,2018-10-30 11:00:00,58.0,84.4,221.5,6.1,123.0,14.1
228,2018-10-30 12:00:00,59.2,80.7,322.0,6.9,123.0,14.6
229,2018-10-30 13:00:00,52.7,77.9,170.0,5.8,124.0,15.1
230,2018-10-30 14:00:00,48.7,72.3,217.8,3.8,149.0,15.6
231,2018-10-30 15:00:00,65.8,50.5,248.7,4.0,134.0,16.1
232,2018-10-30 16:00:00,67.9,47.5,158.8,4.8,196.0,16.6
233,2018-10-30 17:00:00,56.8,50.9,31.2,4.1,212.0,16.6
234,2018-10-30 18:00:00,22.7,62.0,0.0,2.3,265.0,15.6
235,2018-10-30 19:00:00,24.0,65.8,0.0,2.2,238.0,13.8
236,2018-10-30 20:00:00,17.7,73.7,0.0,1.5,274.0,12.1
237,2018-10-30 21:00:00,14.6,79.2,0.0,2.3,320.0,10.8
238,2018-10-30 22:00:00,40.5,71.1,0.0,2.7,258.0,10.9
239,2018-10-30 23:00:00,44.8,70.4,0.0,3.2,315.0,11.4
240,2018-10-31 00:00:00,43.6,71.7,0.0,3.0,293.0,11.8
241,2018-10-31 01:00:00,41.3,72.8,0.0,2.8,300.0,11.9
242,2018-10-31 02:00:00,42.6,69.9,0.0,2.8,300.0,11.4
243,2018-10-31 03:00:00,43.1,71.7,0.0,2.5,326.0,11.3
244,2018-10-31 04:00:00,45.9,73.2,0.0,2.4,311.0,11.4
245,2018-10-31 05:00:00,45.3,71.9,0.0,1.9,332.0,11.4
246,2018-10-31 06:00:00,42.0,73.7,0.0,2.8,340.0,12.6
247,2018-10-31 07:00:00,41.0,74.9,0.0,2.1,319.0,11.8
248,2018-10-31 08:00:00,42.0,73.3,43.0,3.1,328.0,13.4
249,2018-10-31 09:00:00,34.0,73.9,85.5,4.1,47.0,13.9
250,2018-10-31 10:00:00,23.3,75.0,166.7,2.2,50.0,13.9
251,2018-10-31 11:00:00,39.8,72.4,278.3,5.1,39.0,14.8
252,2018-10-31 12:00:00,51.9,66.3,270.3,5.0,47.0,15.4
253,2018-10-31 13:00:00,48.8,63.4,185.7,2.6,57.0,16.3
254,2018-10-31 14:00:00,49.0,63.5,92.0,0.7,91.0,16.5
255,2018-10-31 15:00:00,56.3,58.5,106.7,1.6,78.0,16.6
256,2018-10-31 16:00:00,62.3,59.7,51.3,1.8,64.0,16.6
257,2018-10-31 17:00:00,42.1,62.6,0.0,2.3,68.0,16.4
258,2018-10-31 18:00:00,47.9,65.2,0.0,4.4,81.0,17.2
259,2018-10-31 19:00:00,62.7,66.7,0.0,3.5,78.0,17.1
260,2018-10-31 20:00:00,46.1,70.8,0.0,2.9,46.0,16.9
261,2018-10-31 21:00:00,28.5,78.6,0.0,3.7,32.0,16.0
262,2018-10-31 22:00:00,55.8,74.7,0.0,3.7,39.0,15.8
263,2018-10-31 23:00:00,62.9,71.5,0.0,4.9,34.0,15.9
264,2018-11-01 00:00:00,65.5,67.9,0.0,4.5,35.0,16.1
265,2018-11-01 01:00:00,69.8,65.6,0.0,4.7,49.0,16.4
266,2018-11-01 02:00:00,65.3,65.6,0.0,6.0,43.0,16.5
267,2018-11-01 03:00:00,59.7,65.5,0.0,6.4,77.0,16.6
268,2018-11-01 04:00:00,57.4,76.8,0.0,5.3,66.0,16.0
269,2018-11-01 05:00:00,57.1,71.6,0.0,7.5,68.0,16.1
270,2018-11-01 06:00:00,61.8,82.6,0.0,6.8,61.0,14.5
271,2018-11-01 07:00:00,71.2,92.3,0.0,7.0,67.0,13.9
272,2018-11-01 08:00:00,75.6,99.9,0.0,6.5,50.0,12.8
273,2018-11-01 09:00:00,75.5,99.7,0.0,7.6,42.0,13.4
274,2018-11-01 10:00:00,68.5,91.3,0.0,6.8,66.0,14.0
275,2018-11-01 11:00:00,64.2,87.7,5.7,6.8,13.0,13.5
276,2018-11-01 12:00:00,61.6,88.8,66.5,6.3,11.0,13.7
277,2018-11-01 13:00:00,68.4,81.8,144.0,6.4,19.0,14.0
278,2018-11-01 14:00:00,59.2,76.7,225.7,6.7,64.0,14.4
279,2018-11-01 15:00:00,57.2,74.4,312.2,6.1,71.0,15.0
280,2018-11-01 16:00:00,58.4,72.6,138.2,5.8,62.0,15.2
281,2018-11-01 17:00:00,54.4,75.9,21.3,5.6,33.0,15.1
282,2018-11-01 18:00:00,57.0,79.1,0.0,6.0,261.0,14.9
283,2018-11-01 19:00:00,55.3,80.6,0.0,6.1,272.0,14.7
284,2018-11-01 20:00:00,51.6,83.2,0.0,5.7,237.0,14.7
285,2018-11-01 21:00:00,50.9,82.8,0.0,6.0,229.0,14.5
286,2018-11-01 22:00:00,50.8,78.8,0.0,4.9,7.0,14.4
287,2018-11-01 23:00:00,42.0,85.8,0.0,5.4,6.0,14.3
288,2018-11-02 00:00:00,37.0,87.0,0.0,4.8,352.0,14.1
289,2018-11-02 01:00:00,34.2,88.2,0.0,4.1,5.0,14.1
290,2018-11-02 02:00:00,30.2,86.9,0.0,4.0,11.0,14.0
291,2018-11-02 03:00:00,30.6,86.7,0.0,4.9,353.0,14.1
292,2018-11-02 04:00:00,29.8,84.7,0.0,5.5,355.0,14.1
293,2018-11-02 05:00:00,33.2,82.0,0.0,6.0,348.0,14.3
294,2018-11-02 06:00:00,35.4,79.7,0.0,3.5,340.0,14.0
295,2018-11-02 07:00:00,37.4,78.6,0.0,4.8,346.0,14.3
296,2018-11-02 08:00:00,31.7,78.8,0.0,4.3,335.0,14.2
297,2018-11-02 09:00:00,33.3,79.6,19.2,4.2,296.0,14.6
298,2018-11-02 10:00:00,32.3,78.8,109.7,4.7,359.0,14.5
299,2018-11-02 11:00:00,32.5,79.7,155.3,5.6,149.0,14.8
300,2018-11-02 12:00:00,37.7,77.2,136.7,5.7,220.0,14.8
301,2018-11-02 13:00:00,34.5,81.1,134.5,4.0,117.0,15.2
302,2018-11-02 14:00:00,29.2,93.3,109.8,2.5,61.0,14.7
303,2018-11-02 15:00:00,36.3,98.0,92.8,4.3,271.0,14.4
304,2018-11-02 16:00:00,38.8,97.4,121.8,4.6,186.0,14.4
305,2018-11-02 17:00:00,38.4,95.6,5.0,3.7,242.0,14.7
306,2018-11-02 18:00:00,37.4,91.7,0.0,2.6,279.0,15.0
307,2018-11-02 19:00:00,36.8,89.1,0.0,1.3,295.0,14.4
308,2018-11-02 20:00:00,0.9,96.1,0.0,1.8,272.0,14.2
309,2018-11-02 21:00:00,12.6,98.6,0.0,5.2,194.0,15.5
310,2018-11-02 22:00:00,38.5,93.0,0.0,4.8,276.0,14.9
311,2018-11-02 23:00:00,39.0,96.2,0.0,4.0,20.0,14.5
312,2018-11-03 00:00:00,38.3,99.6,0.0,4.6,275.0,15.1
313,2018-11-03 01:00:00,39.9,92.7,0.0,5.4,356.0,15.4
314,2018-11-03 02:00:00,45.8,88.6,0.0,5.7,86.0,15.3
315,2018-11-03 03:00:00,42.8,93.9,0.0,5.3,149.0,15.6
316,2018-11-03 04:00:00,44.9,90.3,0.0,5.1,139.0,15.8
317,2018-11-03 05:00:00,42.0,88.7,0.0,6.4,237.0,15.8
318,2018-11-03 06:00:00,39.8,80.6,0.0,5.7,230.0,15.9
319,2018-11-03 07:00:00,31.5,83.6,0.0,3.6,354.0,16.1
320,2018-11-03 08:00:00,21.8,89.5,5.3,2.0,38.0,15.9
321,2018-11-03 09:00:00,28.5,91.6,56.3,3.5,86.0,15.8
322,2018-11-03 10:00:00,34.0,83.6,181.3,4.0,20.0,16.3
323,2018-11-03 11:00:00,35.8,76.8,347.8,5.0,119.0,16.8
324,2018-11-03 12:00:00,41.0,72.8,421.0,3.8,88.0,17.6
325,2018-11-03 13:00:00,47.2,73.8,453.3,2.6,68.0,18.3
326,2018-11-03 14:00:00,39.8,76.8,269.3,2.2,78.0,18.2
327,2018-11-03 15:00:00,27.8,87.5,163.7,1.3,72.0,18.4
328,2018-11-03 16:00:00,21.8,92.2,122.2,2.1,22.0,18.0
329,2018-11-03 17:00:00,11.9,97.3,21.2,1.3,277.0,17.6
330,2018-11-03 18:00:00,3.4,99.9,0.0,1.6,246.0,16.6
331,2018-11-03 19:00:00,1.7,99.9,0.0,1.1,247.0,16.1
332,2018-11-03 20:00:00,0.3,99.9,0.0,1.2,284.0,16.1
333,2018-11-03 21:00:00,13.3,95.0,0.0,1.5,312.0,15.9
334,2018-11-03 22:00:00,24.9,80.1,0.0,1.8,335.0,15.2
335,2018-11-03 23:00:00,25.0,78.1,0.0,3.3,333.0,16.9
336,2018-11-04 00:00:00,20.8,80.4,0.0,2.2,325.0,16.3
337,2018-11-04 01:00:00,24.8,79.6,0.0,3.2,172.0,16.6
338,2018-11-04 02:00:00,19.8,80.9,0.0,3.5,349.0,16.6
339,2018-11-04 03:00:00,21.7,81.9,0.0,3.3,5.0,16.1
340,2018-11-04 04:00:00,26.5,77.2,0.0,5.4,201.0,16.8
341,2018-11-04 05:00:00,23.4,75.4,0.0,5.1,214.0,16.9
342,2018-11-04 06:00:00,24.8,77.0,0.0,4.8,335.0,16.9
343,2018-11-04 07:00:00,25.0,76.1,0.0,5.0,345.0,16.4
344,2018-11-04 08:00:00,25.3,75.5,32.3,5.5,13.0,16.6
345,2018-11-04 09:00:00,27.8,75.4,126.3,5.9,306.0,16.6
346,2018-11-04 10:00:00,27.5,68.1,302.8,6.4,206.0,17.2
347,2018-11-04 11:00:00,31.3,65.5,358.8,3.4,69.0,18.2
348,2018-11-04 12:00:00,32.1,63.8,244.8,2.1,44.0,18.2
349,2018-11-04 13:00:00,32.5,64.1,296.5,1.9,59.0,18.7
350,2018-11-04 14:00:00,35.6,63.2,255.7,2.0,129.0,19.0
351,2018-11-04 15:00:00,44.4,68.4,145.5,1.2,128.0,19.1
352,2018-11-04 16:00:00,46.8,73.6,64.0,5.1,143.0,19.0
353,2018-11-04 17:00:00,43.1,78.0,22.7,4.7,111.0,18.5
354,2018-11-04 18:00:00,39.2,85.2,0.0,4.5,152.0,18.2
355,2018-11-04 19:00:00,40.3,84.7,0.0,4.6,165.0,17.9
356,2018-11-04 20:00:00,34.8,87.4,0.0,1.2,224.0,17.7
357,2018-11-04 21:00:00,33.1,91.0,0.0,1.2,341.0,16.8
